s,s,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C
1284,128.4,7694.05,7933.67,17.3,24.4,10.4,13.2,6.28,7.59,25.71
1285,128.5,7616.14,7931.19,17.8,24.6,10.5,13.3,6.37,7.63,25.62
1286,128.6,7589.62,7932.6,18,25,10.4,13.2,6.33,7.59,25.56
1287,128.7,7619.37,7940.93,18.3,26.2,10.8,13.8,6.5,7.9,25.54
1288,128.8,7719.5,7939.51,18.1,26.6,10.7,14,6.5,8.02,25.47
1289,128.9,7816.62,7934.15,17.6,25.4,10.5,13.7,6.39,7.92,25.46
1290,129,7912.54,7936.81,17.1,24.7,10.4,13.5,6.41,7.85,25.49
1291,129.1,7958.95,7937.57,17.1,24.8,10.3,13.3,6.21,7.7,25.52
1292,129.2,7946.81,7932.53,17.1,24.7,10.5,13.3,6.22,7.63,25.56
1293,129.3,7912.09,7936.08,17.1,24.4,10.4,13.2,6.24,7.58,25.59
1294,129.4,7910.18,7929.1,17.4,24.4,10.4,13.2,6.27,7.53,25.56
1295,129.5,7889.54,7936.22,17.8,24.5,10.4,13.2,6.19,7.53,25.54
1296,129.6,7882.12,7936.29,17.5,24.6,10.4,13.2,6.19,7.58,25.49
1297,129.7,7867.73,7937.04,17.2,24.7,10.5,13.5,6.37,7.81,25.45
1298,129.8,7882.05,7937.52,17.3,25.1,10.6,13.8,6.49,7.93,25.44
1299,129.9,7909.22,7937.25,17.1,25.2,10.5,13.8,6.48,7.94,25.38
1300,130,7917.91,7937.77,17.3,26,10.7,14.1,6.59,8.16,25.31
1301,130.1,7900.03,7936.05,17.3,25.6,10.5,13.8,6.36,7.93,25.29
1302,130.2,7856.54,7939.22,17,24.8,10.3,13.5,6.29,7.71,25.29
1303,130.3,7835.41,7944.14,17.5,25,10.4,13.5,6.24,7.72,25.31
1304,130.4,7780.96,7937.89,17.6,25.6,10.6,13.7,6.38,7.87,25.34
1305,130.5,7696.78,7933.27,17.2,25.4,10.5,13.7,6.34,7.9,25.37
1306,130.6,7646.82,7932.78,17.2,25.5,10.4,13.8,6.39,7.9,25.35
1307,130.7,7593.68,7934.03,17.1,25.5,10.4,13.8,6.39,7.99,25.34
1308,130.8,7570.22,7937.65,17.1,25.3,10.4,13.6,6.35,7.97,25.35
1309,130.9,7581.52,7938.92,17.5,25.7,10.4,13.6,6.31,7.87,25.42
1310,131,7619.43,7936.68,17.4,25.7,10.5,13.5,6.25,7.72,25.46
1311,131.1,7668.96,7929.52,17.4,25.3,10.4,13.5,6.32,7.84,25.5
1312,131.2,7709.1,7936.83,17.6,25.3,10.4,13.5,6.32,7.81,25.54
1313,131.3,7734.71,7944.83,17.8,25.4,10.5,13.4,6.24,7.7,25.57
1314,131.4,7764.32,7937.44,17.5,25.2,10.5,13.5,6.25,7.76,25.57
1315,131.5,7842.7,7936.15,17.3,25.5,10.6,13.7,6.39,7.89,25.58
1316,131.6,7878.68,7932.17,17.4,25.9,10.6,13.9,6.43,7.98,25.58
1317,131.7,7880.29,7936.14,17.4,26,10.6,13.8,6.38,7.93,25.52
1318,131.8,7860.7,7934.54,17.2,25.6,10.5,13.8,6.39,7.98,25.47
1319,131.9,7839.41,7937.71,17.2,25.1,10.4,13.5,6.29,7.84,25.46
1320,132,7804.64,7939.38,17.2,25.2,10.3,13.6,6.28,7.93,25.43
1321,132.1,7795.01,7936.63,17.3,24.5,10.2,13.3,6.17,7.67,25.33
1322,132.2,7836.77,7934.98,17.6,24.8,10.1,13.1,6.13,7.55,25.29
1323,132.3,7880.67,7942.42,17.8,25.6,10.3,13.5,6.24,7.77,25.3
1324,132.4,7916.98,7939.7,17.7,25.6,10.5,13.6,6.28,7.82,25.32
1325,132.5,7895.93,7942.28,17.3,24.7,10.4,13.4,6.31,7.79,25.34
1326,132.6,7876.68,7937.17,17.3,24.9,10.5,13.4,6.36,7.79,25.35
1327,132.7,7815.63,7935.01,17.4,24.5,10.5,13.3,6.31,7.74,25.29
1328,132.8,7767.26,7938.98,17.6,24.9,10.6,13.5,6.37,7.79,25.26
1329,132.9,7703.68,7936.55,17.6,24.3,10.5,13.3,6.4,7.7,25.37
1330,133,7668.88,7940.53,17.5,24.4,10.5,13,6.26,7.53,25.55
1331,133.1,7667.44,7938.14,17.5,24.5,10.4,13.1,6.28,7.65,25.59
1332,133.2,7688.08,7939.79,17.4,24.4,10.4,13.2,6.26,7.75,25.63
1333,133.3,7733.67,7939.98,17.2,25.2,10.7,13.9,6.6,8.16,25.72
1334,133.4,7739.62,7935.42,17.3,26.6,11,15,6.96,8.64,25.71
1335,133.5,7733.32,7944.55,16.9,25.3,10.6,14.3,6.66,8.25,25.73
1336,133.6,7775.4,7938.01,17.1,25.7,10.7,14.2,6.65,8.3,25.74
1337,133.7,7848.2,7941,17.5,26.6,10.9,14.5,6.7,8.45,25.71
1338,133.8,7899.62,7938.11,17.5,26.4,10.7,14.3,6.6,8.28,25.67
1339,133.9,7931.24,7938.07,17.4,26.1,10.5,14,6.48,8.04,25.63
1340,134,7948.01,7937.82,17.4,25.6,10.4,13.8,6.38,7.91,25.6
1341,134.1,7932.67,7942.77,17.2,25.3,10.4,13.6,6.29,7.9,25.54
1342,134.2,7913.22,7936.6,17.2,25,10.5,13.7,6.39,7.96,25.48
1343,134.3,7905.23,7937.1,17.1,25,10.5,13.8,6.41,8.04,25.44
1344,134.4,7913.18,7937.44,17.2,25.1,10.5,13.6,6.36,7.93,25.41
1345,134.5,7922.11,7941.73,17.2,24.8,10.5,13.5,6.33,7.83,25.4
1346,134.6,7867.72,7941.56,17.4,25.3,10.6,13.8,6.48,8.07,25.37
1347,134.7,7796.95,7939.33,17.3,24.8,10.3,13.5,6.31,7.8,25.35
1348,134.8,7765.96,7941.65,17.2,25.3,10.3,13.5,6.26,7.78,25.37
1349,134.9,7735.95,7944.86,17.2,25.2,10.5,13.6,6.28,7.76,25.39
1350,135,7691.56,7946.44,17.6,26.3,10.9,14.2,6.53,8.07,25.39
1351,135.1,7679.87,7939.68,17.3,25.5,10.7,14,6.6,8.14,25.38
1352,135.2,7690.71,7940.37,17.2,25.3,10.6,14.2,6.67,8.24,25.37
1353,135.3,7776.69,7939,17.4,25.5,10.7,14.2,6.59,8.22,25.35
1354,135.4,7804.58,7939.28,17.3,25.8,10.7,14.2,6.69,8.22,25.34
1355,135.5,7840.13,7941.27,17.4,25.7,10.7,14.2,6.64,8.18,25.36
1356,135.6,7922.97,7939.46,17.2,25.1,10.7,14,6.64,8.11,25.39
1357,135.7,8002.37,7941.82,17.4,25.2,10.7,13.9,6.54,8.07,25.44
1358,135.8,8043.14,7941.22,17.1,24.5,10.4,13.5,6.42,7.78,25.47
1359,135.9,8012.4,7942.51,16.9,24.5,10.4,13.5,6.38,7.77,25.51
1360,136,7974.75,7942.97,17.2,24.4,10.4,13.5,6.42,7.85,25.55
1361,136.1,7892.95,7942.44,17.2,24.9,10.5,13.5,6.4,7.82,25.6
1362,136.2,7774.64,7941.19,17.2,25.5,10.7,13.8,6.5,7.95,25.64
1363,136.3,7687.57,7936.3,17.3,25.7,10.7,13.9,6.64,8,25.66
1364,136.4,7653.03,7938.85,17.3,25.8,10.7,14.1,6.65,8.12,25.67
1365,136.5,7697.8,7940.87,17.5,26.4,10.7,14.2,6.59,8.13,25.67
1366,136.6,7779.23,7942.82,17.5,26.4,10.7,14.2,6.53,8.18,25.73
1367,136.7,7858.32,7936.23,17.2,25.4,10.5,13.8,6.39,7.97,25.79
1368,136.8,7928.67,7937.83,17,25,10.4,13.5,6.28,7.87,25.79
1369,136.9,7958.19,7941.87,17.1,25.4,10.4,13.7,6.35,7.98,25.73
1370,137,7935.79,7935.32,17,25,10.4,13.6,6.31,7.81,25.72
1371,137.1,7900.66,7936.78,16.9,24.6,10.3,13.3,6.25,7.69,25.74
1372,137.2,7870.7,7938.67,17.3,25.3,10.5,13.6,6.4,7.81,25.78
1373,137.3,7879.18,7937.16,17.6,26,10.6,14,6.48,8.03,25.71
1374,137.4,7892.81,7939.03,17.7,25.6,10.6,13.7,6.4,7.89,25.63
1375,137.5,7885.42,7937.7,17.5,25.3,10.7,13.5,6.35,7.7,25.56
1376,137.6,7835.45,7937.76,17.2,23.7,10.4,13,6.23,7.48,25.55
1377,137.7,7795.13,7937.16,17.4,24,10.4,13.4,6.32,7.74,25.56
1378,137.8,7745.82,7940.24,17.3,25.2,10.6,13.6,6.37,8.09,25.63
1379,137.9,7737.44,7938.88,17.2,26,10.7,14.2,6.61,8.28,25.62
1380,138,7732.47,7940.21,17.3,26.5,10.9,14.5,6.68,8.45,25.55
1381,138.1,7745.03,7938.16,17.4,26,10.8,14.2,6.52,8.18,25.52
1382,138.2,7765.86,7937.65,17.3,25.6,10.5,14,6.5,8.09,25.48
1383,138.3,7825.57,7938.66,17.4,26,10.6,14,6.46,8.09,25.5
1384,138.4,7859.31,7939.04,17.4,26.5,10.7,14.3,6.54,8.23,25.54
1385,138.5,7863.3,7937.45,16.8,25.2,10.5,13.8,6.44,8.04,25.59
1386,138.6,7829.06,7937.2,16.7,25.1,10.4,13.7,6.52,8.05,25.6
1387,138.7,7805.38,7938.51,17,25.2,10.4,14,6.54,8.17,25.57
1388,138.8,7781.85,7936.89,17.1,25.9,10.5,14.3,6.57,8.29,25.58
1389,138.9,7788.42,7936.37,17.1,25.9,10.5,14.1,6.53,8.13,25.61
1390,139,7759.52,7940.64,17.3,26.7,10.6,14.2,6.51,8.13,25.61
1391,139.1,7719.3,7937.63,16.9,25.1,10.3,13.7,6.46,8.03,25.63
1392,139.2,7708.77,7939.41,17,24.2,10.4,13.5,6.39,7.96,25.63
1393,139.3,7697.49,7937.29,16.9,24.8,10.4,13.5,6.33,7.87,25.66
1394,139.4,7697.88,7940.38,16.9,25.1,10.4,13.6,6.35,7.91,25.7
1395,139.5,7737.68,7937.39,16.9,25.5,10.5,13.8,6.55,8.22,25.77
1396,139.6,7803.25,7935.84,17,26,10.6,14.2,6.68,8.31,25.92
1397,139.7,7847.73,7937.89,17.8,28.6,11.2,15.2,6.95,8.67,25.98
1398,139.8,7826.6,7936.87,17.4,27.1,10.8,14.5,6.74,8.24,25.99
1399,139.9,7837.24,7935.8,17.6,27.2,10.9,14.5,6.66,8.23,26.01
1400,140,7820.2,7938.9,17.2,25.1,10.5,13.6,6.4,7.94,26.04
1401,140.1,7736.19,7937.19,17.8,25.5,10.7,13.9,6.68,8.12,26.11
1402,140.2,7661.95,7938.9,17.6,24.8,10.7,13.9,6.65,8.27,26.17
1403,140.3,7599.46,7940.5,17.2,25.5,10.7,14.2,6.66,8.37,26.21
1404,140.4,7543.71,7938.07,17.1,25.2,10.7,14.1,6.67,8.3,26.14
1405,140.5,7568.51,7936.47,17.4,26,10.7,14.2,6.65,8.36,26.03
1406,140.6,7629.27,7934.65,17.6,26.3,10.8,14.2,6.66,8.21,25.99
1407,140.7,7706.26,7935.53,17.5,26.6,11,14.6,6.77,8.41,25.98
1408,140.8,7871.59,7940.32,17.2,25.9,10.8,14.4,6.75,8.36,25.99
1409,140.9,7988.77,7934.21,17.2,25.4,10.8,14.1,6.7,8.17,26.02
1410,141,8084.27,7930.24,17.5,26.2,10.8,14.2,6.54,8.23,26.01
1411,141.1,8104.39,7935.44,17.3,26.2,10.8,14.3,6.54,8.23,26.03
1412,141.2,8062.63,7934.33,17.3,25.7,10.6,14,6.49,8.13,26.03
1413,141.3,7977.53,7940.02,17.6,25.8,10.7,14,6.47,8.12,26.02
1414,141.4,7921.64,7936.24,17.3,24.9,10.5,13.6,6.37,7.83,26.01
1415,141.5,7837.96,7941.48,17.2,24.5,10.5,13.5,6.37,7.78,26.01
1416,141.6,7766.68,7939.03,17.2,24.3,10.7,13.5,6.45,7.94,26.01
1417,141.7,7752.73,7934.98,17.3,24.7,10.6,13.5,6.4,7.99,26
1418,141.8,7763.25,7941.19,17.6,26,10.8,14,6.62,8.1,26.01
1419,141.9,7804.25,7939.55,17.6,26.7,10.7,14.3,6.63,8.11,26.08
1420,142,7864.28,7934.43,17.2,26.3,10.7,14.3,6.54,8.16,26.25
1421,142.1,7881.51,7933.18,17,25.9,10.6,14,6.46,8.09,26.34
1422,142.2,7864.63,7932.61,16.8,24.9,10.4,13.7,6.45,7.95,26.3
1423,142.3,7857.42,7934.37,16.9,24.4,10.4,13.4,6.4,7.79,26.18
1424,142.4,7815.13,7934.7,17.4,25.1,10.7,13.7,6.49,7.94,26.18
1425,142.5,7766.33,7941.5,17.6,25.8,10.7,13.8,6.49,7.88,26.18
1426,142.6,7730,7939.62,17.4,25.2,10.6,13.6,6.49,7.84,26.16
1427,142.7,7717.15,7940.54,17.3,25.5,10.7,13.9,6.53,8,26.13
1428,142.8,7721.93,7937.92,17,25,10.5,13.7,6.37,7.92,26.16
1429,142.9,7728.06,7934.16,17.2,25.3,10.5,13.7,6.41,7.88,26.16
1430,143,7691.62,7934.59,17.3,26,10.6,14.1,6.56,8.22,26.2
1431,143.1,7654.99,7939.03,17.5,25.9,10.8,14,6.53,8.08,26.23
1432,143.2,7636.9,7941.88,17.3,25.8,10.8,14,6.52,8.06,26.22
1433,143.3,7626.45,7941.2,17.7,26.5,10.9,14.4,6.77,8.28,26.2
1434,143.4,7646.86,7940.73,17.3,26.3,11,14.6,6.87,8.45,26.21
1435,143.5,7676.68,7937.72,17.5,26.3,11,14.7,6.89,8.58,26.28
1436,143.6,7666.73,7938.64,17.9,27.7,11.1,14.8,6.88,8.55,26.37
1437,143.7,7601.11,7940.16,17.8,27.1,10.8,14.5,6.77,8.34,26.38
1438,143.8,7571.7,7935.38,17.7,26.9,10.9,14.6,6.66,8.41,26.41
1439,143.9,7630.12,7935.85,17.6,26.2,10.9,14.4,6.65,8.32,26.38
1440,144,7744.39,7935.33,17.4,26.1,10.8,14.2,6.75,8.2,26.34
1441,144.1,7819.26,7938.74,17.2,25.9,10.5,13.9,6.61,8.03,26.36
1442,144.2,7932.68,7940.13,17.2,24.2,10.2,13.2,6.22,7.79,26.38
1443,144.3,7999.05,7940.82,17.2,24.1,10.3,12.9,6.09,7.56,26.41
1444,144.4,8066.98,7941.68,17.7,24.2,10.7,13.1,6.28,7.68,26.43
1445,144.5,8086.84,7933.9,17.4,24.3,10.5,13.2,6.41,7.66,26.46
1446,144.6,8088.78,7936.5,17.1,24.4,10.4,13.1,6.34,7.83,26.51
1447,144.7,8075.1,7939.1,17,24,10.4,13.2,6.43,7.82,26.54
1448,144.8,8045.14,7939.12,17.2,24.3,10.5,13.5,6.57,8.04,26.54
1449,144.9,7925.42,7940.26,17,23.8,10.5,13.4,6.47,7.95,26.55
1450,145,7781.82,7937.72,16.9,24,10.5,13.6,6.52,8.12,26.6
1451,145.1,7685.99,7940.43,17.2,24.9,10.7,13.9,6.62,8.21,26.66
1452,145.2,7656.62,7937.26,17.3,25.4,10.7,14.1,6.6,8.19,26.67
1453,145.3,7698.01,7936.36,17.2,25.5,10.7,14.2,6.59,8.16,26.68
1454,145.4,7721.31,7940.23,17.4,26.4,10.9,14.4,6.71,8.28,26.69
1455,145.5,7723.8,7935.02,17.2,26.2,10.7,14.2,6.56,8.15,26.66
1456,145.6,7720.8,7935.27,17.2,25.9,10.6,14.2,6.54,8.17,26.69
1457,145.7,7742.09,7940.48,17.3,25.8,10.6,14.1,6.56,8.13,26.71
1458,145.8,7748.29,7940.31,17.4,26.3,10.7,14.2,6.6,8.19,26.73
1459,145.9,7767.35,7943.15,17.2,25.9,10.7,14.2,6.64,8.33,26.75
1460,146,7827.18,7938.56,17.1,25.3,10.6,14,6.53,8.17,26.77
1461,146.1,7872.29,7935.91,17.4,25.5,10.7,14,6.49,8.19,26.74
1462,146.2,7804.04,7939.17,17.8,26.5,10.8,14.3,6.54,8.17,26.72
1463,146.3,7541.43,7932.76,17.8,26.3,10.7,14.1,6.48,8.03,26.75
1464,146.4,6959.5,5092.91,17.6,25.4,10.6,13.7,6.45,7.88,26.84
1465,146.5,5884.77,988.33,17.6,25.2,10.7,13.7,6.47,7.93,26.89
1466,146.6,4822.16,516.44,12,14.9,6.53,8.51,4.22,4.76,26.86
1467,146.7,3537.48,413.84,3.22,2.57,1.58,2,1.36,1.4,26.83
1468,146.8,2473.17,354.41,2.41,1.58,1.43,1.41,1.15,1.1,26.79
1469,146.9,1828.58,300.96,2.39,1.43,1.52,1.32,1,1.03,26.68
1470,147,1324.31,304.57,2.45,1.42,1.38,1.28,1.01,0.98,26.58
1471,147.1,1010.46,337.76,2.52,1.38,1.56,1.25,1.08,0.97,26.55
1472,147.2,795.38,322.47,2.77,1.36,1.61,1.29,1.15,1.01,26.56
1473,147.3,696.29,309.32,2.82,1.43,1.68,1.33,1.13,1.02,26.52
1474,147.4,631.7,295.84,2.69,1.45,1.65,1.35,1.14,0.98,26.43
1475,147.5,598.49,284.25,2.5,1.33,1.41,1.27,1.06,0.94,26.34
1476,147.6,574.33,277.4,2.45,1.25,1.41,1.2,0.92,0.91,26.27
1477,147.7,558.06,401.61,2.27,1.28,1.62,1.15,0.84,0.88,26.22
1478,147.8,532.17,357.95,2.17,1.2,1.5,1.11,0.82,0.86,26.13
1479,147.9,504.81,399.81,2.12,1.37,1.38,1.06,0.86,0.83,26.04
1480,148,489.46,372.48,2.11,1.32,1.38,1.06,0.94,0.87,25.97
1481,148.1,478.84,397.46,2.11,1.25,1.3,1.11,0.98,0.84,25.91
1482,148.2,481.85,380.44,2.13,1.87,1.34,1.04,0.89,0.87,25.9
1483,148.3,482.3,397.54,2.12,1.18,1.3,0.99,0.96,0.78,25.95
1484,148.4,482.1,384.79,2.11,1.06,1.3,1.04,0.94,0.85,26
1485,148.5,480.82,394.06,2.27,1.06,1.37,1.07,0.97,0.79,26.02
1486,148.6,475.55,387.93,2.62,1.2,1.44,1.11,0.91,0.88,25.9
1487,148.7,474.38,391.12,2.69,1.18,1.44,1.03,0.91,0.82,25.79
1488,148.8,470.18,389.68,2.75,1.22,1.44,1.08,0.9,0.79,25.73
1489,148.9,463.82,390.1,2.66,1.18,1.38,1.07,0.85,0.76,25.74
1490,149,440.26,322.7,2.75,1.14,1.44,1.04,0.87,0.76,25.75
1491,149.1,431.8,196.34,2.61,1.08,1.46,1.03,0.94,0.78,25.72
1492,149.2,395.29,207.18,1.83,0.88,0.93,0.87,0.85,0.72,25.69
1493,149.3,361.27,185.28,1.8,0.73,0.84,0.73,0.66,0.67,25.66
1494,149.4,339.08,165.75,1.65,0.68,0.88,0.69,0.65,0.64,25.66
1495,149.5,306.03,75.78,1.66,0.72,0.88,0.69,0.67,0.6,25.63
1496,149.6,288.25,58.7,1.51,0.71,0.87,0.76,0.55,0.54,25.63
1497,149.7,280.48,55.01,1.41,0.64,0.85,0.74,0.52,0.56,25.61
1498,149.8,258.36,43.44,1.37,0.6,0.82,0.72,0.54,0.53,25.59
1499,149.9,250.84,545.72,1.42,0.6,0.82,0.65,0.55,0.51,25.66
1500,150,228.35,293.24,1.38,0.58,0.93,0.63,0.53,0.48,25.73
1501,150.1,217.46,78.62,1.49,0.62,0.99,0.65,0.53,0.5,25.74
1502,150.2,201.78,56.16,1.51,0.66,0.93,0.7,0.62,0.51,25.71
1503,150.3,189.73,52.91,1.58,0.64,0.85,0.76,0.58,0.54,25.73
1504,150.4,193.05,44.4,1.4,0.62,0.87,0.73,0.56,0.57,25.77
1505,150.5,184.9,40.7,1.25,0.58,0.79,0.69,0.54,0.57,25.7
1506,150.6,187.19,38.29,1.17,0.5,0.69,0.68,0.54,0.53,25.64
1507,150.7,185.65,33.33,1.16,0.44,0.62,0.63,0.48,0.56,25.64
1508,150.8,166.3,31.53,1.01,0.46,0.59,0.56,0.4,0.5,25.67
1509,150.9,160.28,30.3,0.97,0.46,0.59,0.53,0.38,0.48,25.72
1510,151,153.31,28.25,0.85,0.43,0.65,0.51,0.42,0.45,25.74
1511,151.1,152.7,26.46,0.78,0.47,0.57,0.51,0.51,0.39,25.71
1512,151.2,153.89,25.69,0.75,0.46,0.51,0.51,0.47,0.38,25.64
1513,151.3,147.27,22.34,0.88,0.42,0.53,0.44,0.41,0.41,25.59
1514,151.4,133.41,20.45,0.87,0.38,0.54,0.43,0.37,0.35,25.56
1515,151.5,137.57,20.17,0.78,0.38,0.6,0.44,0.34,0.33,25.59
1516,151.6,112.58,19.31,0.68,0.42,0.51,0.4,0.35,0.39,25.76
1517,151.7,99.47,16.38,0.72,0.42,0.47,0.44,0.36,0.36,25.84
1518,151.8,89.33,16.39,0.67,0.36,0.48,0.47,0.4,0.38,25.87
1519,151.9,92.42,15.26,0.62,0.31,0.48,0.42,0.4,0.39,25.88
1520,152,94.53,14.96,0.58,0.31,0.44,0.43,0.4,0.39,25.84
1521,152.1,88.21,14.81,0.55,0.34,0.44,0.43,0.35,0.33,25.81
1522,152.2,83.72,12.06,0.52,0.3,0.44,0.43,0.32,0.3,25.8
1523,152.3,74.44,9.64,0.52,0.25,0.44,0.36,0.33,0.29,25.84
1524,152.4,73.14,7.96,0.58,0.21,0.5,0.31,0.33,0.29,25.85
1525,152.5,62.89,6.01,0.55,0.19,0.51,0.32,0.42,0.28,25.86
1526,152.6,51.45,5.8,0.5,0.22,0.38,0.32,0.41,0.28,25.85
1527,152.7,41.82,5.2,0.54,0.21,0.37,0.3,0.32,0.29,25.81
1528,152.8,33.56,3.92,0.48,0.21,0.4,0.32,0.33,0.31,25.79
1529,152.9,35.49,4.36,0.47,0.18,0.37,0.34,0.32,0.29,25.71
1530,153,26.37,3.59,0.52,0.18,0.34,0.32,0.27,0.29,25.65
1531,153.1,28.69,2.08,0.5,0.19,0.35,0.35,0.3,0.28,25.61
1532,153.2,21.3,2.23,0.5,0.21,0.4,0.38,0.37,0.27,25.6
1533,153.3,24.71,2.25,0.56,0.23,0.35,0.31,0.33,0.24,25.54
1534,153.4,20,2.11,0.5,0.19,0.35,0.28,0.27,0.23,25.46
1535,153.5,18.57,2.29,0.47,0.3,0.34,0.31,0.25,0.24,25.46
1536,153.6,19.79,1.75,0.47,0.32,0.45,0.34,0.26,0.24,25.52
1537,153.7,16.84,0.54,0.43,0.21,0.38,0.38,0.27,0.25,25.58
1538,153.8,17.79,0.44,0.51,0.18,0.35,0.39,0.27,0.31,25.6
1539,153.9,10.43,0.46,0.41,0.23,0.34,0.35,0.26,0.29,25.63
1540,154,11.44,0.78,0.43,0.23,0.34,0.27,0.28,0.24,25.62
1541,154.1,12,0.42,0.47,0.18,0.44,0.27,0.25,0.24,25.62
1542,154.2,20.03,0.44,0.54,0.21,0.4,0.28,0.23,0.29,25.62
1543,154.3,15.43,0.45,0.48,0.22,0.47,0.3,0.26,0.31,25.59
1544,154.4,15.26,0.31,0.47,0.25,0.41,0.34,0.26,0.3,25.57
1545,154.5,17.7,0.1,0.47,0.23,0.48,0.35,0.32,0.3,25.53
1546,154.6,9.94,0.25,0.42,0.14,0.45,0.35,0.37,0.28,25.44
1547,154.7,17.91,0.58,0.47,0.14,0.37,0.32,0.35,0.25,25.41
1548,154.8,11.43,0.53,0.54,0.15,0.38,0.3,0.3,0.27,25.4
1549,154.9,12.31,0.31,0.56,0.21,0.38,0.28,0.35,0.26,25.39
1550,155,8.38,0.28,0.39,0.22,0.34,0.3,0.35,0.23,25.34
1551,155.1,7.33,0.52,0.37,0.23,0.37,0.35,0.26,0.23,25.35
1552,155.2,7.49,0.49,0.43,0.14,0.4,0.36,0.29,0.25,25.34
1553,155.3,9.45,-0.62,0.39,0.17,0.34,0.36,0.33,0.3,25.34
1554,155.4,5.94,-0.77,0.38,0.25,0.37,0.35,0.31,0.29,25.34
1555,155.5,15.77,-0.79,0.38,0.13,0.26,0.35,0.31,0.25,25.34
1556,155.6,12.9,-0.8,0.43,0.15,0.28,0.32,0.24,0.27,25.29
1557,155.7,7.08,-0.82,0.41,0.1,0.32,0.32,0.24,0.25,25.26
1558,155.8,10.49,-0.81,0.41,0.09,0.28,0.26,0.25,0.24,25.26
1559,155.9,14.88,-0.77,0.45,0.11,0.35,0.23,0.28,0.19,25.28
1560,156,10.51,-0.73,0.38,0.1,0.35,0.25,0.23,0.18,25.23
1561,156.1,7.76,-0.76,0.37,0.09,0.29,0.23,0.22,0.16,25.19
1562,156.2,12.2,-0.73,0.37,0.1,0.32,0.25,0.26,0.19,25.12
1563,156.3,1.47,-0.82,0.38,0.15,0.31,0.25,0.26,0.22,25.06
1564,156.4,13.9,-0.79,0.39,0.15,0.28,0.28,0.29,0.24,25.04
1565,156.5,3.75,-0.82,0.38,0.17,0.28,0.31,0.3,0.26,25.05
1566,156.6,12.22,-0.82,0.37,0.22,0.28,0.25,0.29,0.25,25.07
1567,156.7,12.16,-0.76,0.37,0.18,0.25,0.23,0.24,0.26,25.09
1568,156.8,13.41,-0.76,0.38,0.15,0.31,0.31,0.26,0.26,25.15
1569,156.9,9.1,-0.81,0.34,0.19,0.32,0.32,0.26,0.25,25.18
1570,157,6.19,-0.75,0.38,0.13,0.25,0.28,0.26,0.24,25.15
1571,157.1,19.84,-0.8,0.43,0.21,0.26,0.22,0.22,0.26,25.14
1572,157.2,5.61,-0.78,0.42,0.22,0.31,0.25,0.22,0.22,25.16
1573,157.3,3.42,-0.84,0.39,0.21,0.34,0.22,0.2,0.19,25.17
1574,157.4,8.37,-0.77,0.35,0.18,0.31,0.23,0.2,0.2,25.19
1575,157.5,11.67,-0.75,0.39,0.09,0.29,0.23,0.21,0.2,25.16
1576,157.6,2.3,-0.77,0.35,0.18,0.34,0.26,0.2,0.17,25.2
1577,157.7,8.55,-0.75,0.33,0.38,0.25,0.28,0.19,0.16,25.2
1578,157.8,7.74,-0.81,0.34,0.17,0.23,0.27,0.2,0.24,25.22
1579,157.9,7.07,-0.79,0.31,0.18,0.25,0.25,0.22,0.25,25.23
1580,158,4.21,-0.78,0.38,0.09,0.26,0.27,0.22,0.25,25.21
1581,158.1,12.1,-0.74,0.48,0.15,0.29,0.27,0.19,0.24,25.18
1582,158.2,4.72,-0.8,0.39,0.18,0.31,0.28,0.2,0.24,25.1
1583,158.3,-0.33,-0.79,0.39,0.14,0.34,0.3,0.23,0.26,25.09
1584,158.4,9.26,-0.74,0.35,0.13,0.26,0.31,0.21,0.26,25.05
1585,158.5,8.35,-0.8,0.33,0.13,0.22,0.3,0.23,0.26,24.99
1586,158.6,9.44,-0.77,0.31,0.06,0.23,0.3,0.26,0.23,24.94
1587,158.7,3.93,-0.81,0.34,0.06,0.28,0.26,0.27,0.23,24.99
1588,158.8,3.83,-0.78,0.33,0.11,0.31,0.21,0.26,0.23,25.02
1589,158.9,7.63,-0.81,0.34,0.13,0.28,0.23,0.24,0.24,25.05
1590,159,12.53,-0.8,0.31,0.14,0.23,0.28,0.23,0.23,25.06
1591,159.1,7.24,-0.78,0.3,0.1,0.25,0.25,0.21,0.19,25.05
1592,159.2,5.3,-0.78,0.31,0.09,0.23,0.26,0.24,0.21,25.1
1593,159.3,5.57,-0.76,0.31,0.09,0.23,0.23,0.23,0.23,25.12
1594,159.4,-4.39,-0.8,0.3,0.09,0.28,0.19,0.2,0.19,25.07
1595,159.5,11.42,-0.77,0.29,0.18,0.32,0.22,0.19,0.19,25.03
1596,159.6,6.48,-0.74,0.3,0.06,0.23,0.23,0.22,0.19,25.01
1597,159.7,2.97,-0.79,0.34,0.03,0.2,0.25,0.2,0.19,25
1598,159.8,1.82,-0.76,0.34,0.05,0.26,0.28,0.21,0.24,24.94
1599,159.9,7.69,-0.76,0.39,0.06,0.32,0.25,0.19,0.21,24.89
1600,160,1.86,-0.79,0.37,0.06,0.26,0.21,0.19,0.19,24.88
,
