s,s,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C
1298,129.8,3851.27,4043.18,14.4,15.3,8.18,8.48,4.51,4.69,26.24
1299,129.9,3830.01,4043.11,14.5,15.4,8.14,8.51,4.45,4.71,26.19
1300,130,3846.66,4042.44,14.7,15.4,8.2,8.53,4.49,4.72,26.14
1301,130.1,3867.03,4043.82,14.6,15.4,8.14,8.47,4.49,4.71,26.07
1302,130.2,3912.79,4043.83,14.5,15,7.99,8.26,4.37,4.6,26.03
1303,130.3,3963.58,4042.84,14.5,14.8,8.04,8.26,4.4,4.69,26
1304,130.4,4004.3,4042.89,14.5,14.9,7.93,8.29,4.4,4.7,25.99
1305,130.5,4014.47,4043.39,14.4,14.6,7.96,8.25,4.37,4.62,25.97
1306,130.6,4012.25,4043.93,14.3,14.8,8.04,8.25,4.38,4.57,25.93
1307,130.7,3991.18,4041.8,14.3,14.8,8.1,8.35,4.43,4.7,25.95
1308,130.8,3965.66,4043.86,14.5,14.8,8.07,8.29,4.41,4.67,25.95
1309,130.9,3953.81,4043.17,14.3,14.7,7.93,8.17,4.35,4.57,25.87
1310,131,3939.02,4043.12,14.2,15,8.01,8.25,4.35,4.64,25.81
1311,131.1,3940.34,4042.36,14.4,15,8.04,8.3,4.37,4.74,25.81
1312,131.2,3946.27,4042.66,14.6,15.2,8.15,8.34,4.42,4.73,25.79
1313,131.3,3968.15,4043.8,14.6,15,8.08,8.22,4.35,4.65,25.77
1314,131.4,3979.48,4043.23,14.4,14.8,8.01,8.19,4.35,4.61,25.73
1315,131.5,4003.82,4043.09,14.5,15,8.07,8.38,4.44,4.7,25.73
1316,131.6,4005.48,4042.79,14.4,15.1,8.13,8.44,4.43,4.69,25.75
1317,131.7,3985.14,4042.54,14.8,15.7,8.36,8.52,4.51,4.74,25.78
1318,131.8,3978.28,4041.62,14.6,15.6,8.26,8.61,4.49,4.79,25.76
1319,131.9,3965.04,4043.26,14.3,15,8.02,8.31,4.34,4.6,25.75
1320,132,3924.56,4043.25,14.3,14.8,8.02,8.29,4.3,4.65,25.76
1321,132.1,3880.31,4043.19,14.4,14.7,7.93,8.04,4.21,4.56,25.78
1322,132.2,3864.18,4042.16,14.4,14.5,7.95,7.95,4.25,4.52,25.79
1323,132.3,3863.3,4041.75,14.2,14.5,7.98,8.12,4.36,4.62,25.82
1324,132.4,3885.69,4044.11,14.3,14.7,7.98,8.14,4.4,4.65,25.83
1325,132.5,3916.97,4043.97,14.2,14.6,7.95,8.13,4.38,4.56,25.85
1326,132.6,3963.83,4041.48,14.4,14.8,8.05,8.26,4.46,4.69,25.83
1327,132.7,3994.1,4043.19,14.3,14.9,8.11,8.35,4.52,4.7,25.82
1328,132.8,3970.9,4043.12,14.5,15,8.1,8.31,4.44,4.67,25.82
1329,132.9,3942.48,4043.83,14.3,14.4,7.87,8.09,4.39,4.6,25.84
1330,133,3919.88,4042.5,14.5,14.8,8.04,8.26,4.48,4.74,25.87
1331,133.1,3890.2,4042.77,14.4,14.9,7.99,8.21,4.43,4.65,25.91
1332,133.2,3874.05,4044.48,14.2,14.3,7.83,7.97,4.33,4.51,25.97
1333,133.3,3871.84,4043.31,14.1,14.5,7.92,7.96,4.36,4.54,26.04
1334,133.4,3877.33,4043.37,14.2,14.8,8.01,8.18,4.44,4.69,26.09
1335,133.5,3890.6,4042.86,14,14.4,7.93,8.1,4.46,4.61,26.14
1336,133.6,3918.82,4042.87,14.1,14.6,8.01,8.27,4.51,4.7,26.17
1337,133.7,3957.8,4043.51,14.4,14.6,8.1,8.23,4.47,4.72,26.19
1338,133.8,4002.13,4043.06,14.4,14.8,8.18,8.19,4.43,4.68,26.21
1339,133.9,4028.32,4043.29,14.5,14.9,8.08,8.31,4.46,4.66,26.27
1340,134,3989,4043.48,14.5,15,8.15,8.33,4.47,4.67,26.32
1341,134.1,3926.93,4041.72,14.6,15.4,8.24,8.48,4.49,4.81,26.32
1342,134.2,3877.79,4042.33,14.6,15.1,8.23,8.35,4.44,4.69,26.26
1343,134.3,3844.75,4042.67,14.3,15,8.11,8.29,4.42,4.65,26.18
1344,134.4,3847.28,4042.58,14.2,14.6,8.04,8.18,4.41,4.65,26.15
1345,134.5,3867.95,4042.3,14.2,14.7,8.07,8.23,4.44,4.6,26.17
1346,134.6,3900.45,4041.97,14.2,14.9,8.13,8.35,4.55,4.69,26.19
1347,134.7,3921.45,4044.51,14.6,15.4,8.33,8.59,4.65,4.88,26.21
1348,134.8,3943.52,4042.66,14.4,15.2,8.07,8.4,4.46,4.79,26.24
1349,134.9,3934.66,4043.07,14.5,14.8,7.98,8.14,4.34,4.64,26.27
1350,135,3915.03,4042.85,14.6,14.9,8.08,8.19,4.41,4.65,26.26
1351,135.1,3891.48,4042.2,14.2,15,8.13,8.36,4.48,4.75,26.23
1352,135.2,3858.91,4043.04,14.4,15.3,8.27,8.57,4.58,4.82,26.23
1353,135.3,3816.62,4043.35,14.7,15.7,8.36,8.76,4.65,4.92,26.26
1354,135.4,3791.05,4042.67,14.7,15.6,8.36,8.65,4.57,4.87,26.29
1355,135.5,3773.88,4042.49,14.8,16,8.38,8.65,4.56,4.8,26.29
1356,135.6,3759.68,4042.07,14.9,15.8,8.27,8.56,4.49,4.73,26.3
1357,135.7,3763.3,4042.1,14.5,15.2,8.02,8.25,4.4,4.58,26.29
1358,135.8,3773.19,4043.66,14.5,15.2,8.07,8.33,4.39,4.65,26.28
1359,135.9,3790.78,4041.77,14.3,14.9,7.92,8.15,4.28,4.54,26.28
1360,136,3797.16,4042.23,14.2,14.8,7.92,8.14,4.3,4.57,26.29
1361,136.1,3816.28,4042.95,14.4,14.5,7.87,7.98,4.31,4.56,26.27
1362,136.2,3851.27,4042.1,14.5,14.7,7.93,8.09,4.39,4.6,26.25
1363,136.3,3907.5,4042.7,14.3,14.6,8.05,8.12,4.39,4.56,26.3
1364,136.4,3953.95,4041.55,14.2,14.6,8.05,8.21,4.44,4.62,26.32
1365,136.5,3962.79,4042.11,14,14.3,7.99,8.09,4.42,4.56,26.36
1366,136.6,3971.65,4041.09,14,14.3,8.01,8.19,4.47,4.65,26.39
1367,136.7,3997.82,4042.6,14.1,14.6,7.98,8.12,4.42,4.64,26.43
1368,136.8,4018.31,4042.64,14.2,14.9,8.02,8.17,4.41,4.65,26.45
1369,136.9,4056.13,4041.99,14.3,14.8,8.1,8.17,4.43,4.63,26.5
1370,137,4095.68,4042.16,14.4,14.7,8.07,8.06,4.43,4.53,26.5
1371,137.1,4135.14,3602.94,14.5,14.9,8.13,8.26,4.46,4.61,26.51
1372,137.2,4137.83,973.49,14.6,14.9,8.24,8.38,4.51,4.67,26.52
1373,137.3,4099.1,468.05,13.4,13.8,7.42,7.78,4.19,4.32,26.47
1374,137.4,3962.48,321.07,4.64,3.91,2.04,2.54,1.39,1.42,26.48
1375,137.5,3703.18,266.44,2.52,1.55,1.38,1.27,0.83,0.87,26.45
1376,137.6,3306.46,250.61,2.31,1.36,1.37,1.19,0.79,0.85,26.42
1377,137.7,2869.46,242.22,2.24,1.27,1.34,1.15,0.78,0.84,26.44
1378,137.8,2407.02,252.94,2,1.23,1.2,1.09,0.78,0.79,26.4
1379,137.9,1986.45,403.34,1.95,1.21,1.32,1.06,0.78,0.81,26.38
1380,138,1600.8,354.68,2.02,1.18,1.31,1.11,0.73,0.84,26.36
1381,138.1,1281.3,394.65,2.04,1.15,1.28,1.1,0.8,0.84,26.3
1382,138.2,1035.08,370.8,2.05,1.14,1.26,1.05,0.78,0.78,26.26
1383,138.3,864.93,394.26,2.09,1.11,1.26,1.02,0.74,0.77,26.23
1384,138.4,734.41,377,1.99,1.14,1.17,1.02,0.71,0.76,26.25
1385,138.5,645.05,383.19,1.99,1.13,1.16,0.98,0.66,0.73,26.27
1386,138.6,590.57,264.73,1.99,1.09,1.13,0.98,0.66,0.75,26.29
1387,138.7,546.99,199.3,1.82,1.02,1.01,0.93,0.63,0.71,26.29
1388,138.8,512.76,213.62,1.38,0.85,0.82,0.8,0.54,0.6,26.31
1389,138.9,496.23,203.86,1.37,0.82,0.81,0.8,0.53,0.57,26.3
1390,139,466.19,206.3,1.51,0.85,0.85,0.82,0.55,0.56,26.31
1391,139.1,443.25,208.22,1.59,0.86,0.85,0.78,0.55,0.55,26.33
1392,139.2,409.52,205.37,1.61,0.81,0.86,0.76,0.55,0.55,26.35
1393,139.3,378.62,208.83,1.53,0.78,0.91,0.72,0.54,0.52,26.35
1394,139.4,349.53,205.09,1.51,0.76,0.82,0.69,0.54,0.51,26.37
1395,139.5,315.35,208.87,1.57,0.77,0.79,0.68,0.53,0.5,26.41
1396,139.6,287.78,204.59,1.67,0.78,0.82,0.71,0.52,0.49,26.42
1397,139.7,268.05,208.94,1.24,0.68,0.61,0.61,0.45,0.42,26.44
1398,139.8,250.53,204.52,1.03,0.64,0.57,0.56,0.41,0.42,26.44
1399,139.9,236.23,206.46,1.04,0.64,0.57,0.55,0.41,0.4,26.43
1400,140,230.09,204.4,1.09,0.88,0.57,0.59,0.4,0.4,26.38
1401,140.1,219.75,204.57,1.1,0.9,0.58,0.59,0.38,0.39,26.33
1402,140.2,206.82,159.6,1.09,0.76,0.61,0.57,0.37,0.39,26.29
1403,140.3,200.71,71.31,1.07,0.66,0.63,0.57,0.39,0.4,26.26
1404,140.4,193.24,56.61,1.05,0.65,0.61,0.56,0.41,0.38,26.26
1405,140.5,189.89,52.52,1.03,0.62,0.58,0.55,0.4,0.39,26.26
1406,140.6,188.17,44.01,1.01,0.6,0.55,0.52,0.38,0.37,26.25
1407,140.7,191.29,41.28,0.97,0.61,0.52,0.51,0.39,0.36,26.2
1408,140.8,198.53,39.3,0.93,0.56,0.51,0.5,0.33,0.35,26.16
1409,140.9,203.76,35.89,0.89,0.52,0.51,0.47,0.31,0.34,26.12
1410,141,207.58,34.53,0.85,0.54,0.51,0.47,0.33,0.32,26.09
1411,141.1,203.42,31.81,0.87,0.53,0.47,0.46,0.34,0.32,26.04
1412,141.2,204.14,29.85,0.8,0.56,0.47,0.48,0.34,0.32,25.95
1413,141.3,201.06,28.64,0.77,0.77,0.44,0.48,0.32,0.34,25.88
1414,141.4,202.82,26.75,0.75,0.54,0.42,0.47,0.3,0.32,25.86
1415,141.5,194.65,25.41,0.75,0.62,0.44,0.46,0.33,0.31,25.84
1416,141.6,191.27,24.56,0.75,0.52,0.41,0.46,0.33,0.32,25.85
1417,141.7,185.81,21.46,0.7,0.48,0.39,0.44,0.29,0.33,25.85
1418,141.8,180.8,19.6,0.66,0.48,0.38,0.44,0.3,0.36,25.89
1419,141.9,173.35,19.44,0.64,0.54,0.41,0.43,0.27,0.35,25.93
1420,142,162.98,18.6,0.64,0.61,0.41,0.4,0.23,0.33,25.93
1421,142.1,158.24,15.18,0.64,0.57,0.39,0.4,0.25,0.27,25.95
1422,142.2,142.51,12.45,0.58,0.47,0.38,0.42,0.26,0.27,25.98
1423,142.3,138.08,12.31,0.55,0.41,0.33,0.39,0.25,0.27,25.97
1424,142.4,127.81,11.83,0.47,0.4,0.32,0.39,0.24,0.27,25.97
1425,142.5,120.1,10.84,0.47,0.36,0.33,0.38,0.24,0.29,25.97
1426,142.6,116.42,10.87,0.46,0.39,0.35,0.39,0.25,0.3,25.98
1427,142.7,112.96,10.81,0.45,0.4,0.36,0.38,0.26,0.27,25.99
1428,142.8,103.65,9.44,0.46,0.36,0.32,0.37,0.24,0.27,25.98
1429,142.9,98.22,7.36,0.45,0.35,0.32,0.37,0.22,0.28,25.96
1430,143,88.94,5.82,0.42,0.36,0.36,0.35,0.2,0.28,25.97
1431,143.1,84.07,5.76,0.39,0.32,0.35,0.35,0.21,0.27,25.96
1432,143.2,76.02,4.92,0.42,0.32,0.35,0.34,0.23,0.26,25.95
1433,143.3,67.96,4.01,0.41,0.33,0.36,0.34,0.24,0.26,25.96
1434,143.4,67.41,4.05,0.39,0.36,0.32,0.34,0.22,0.27,25.95
1435,143.5,62.41,3.51,0.39,0.41,0.33,0.35,0.23,0.25,25.92
1436,143.6,52.64,2.18,0.39,0.52,0.3,0.38,0.26,0.25,25.92
1437,143.7,51.35,2.09,0.41,0.4,0.27,0.31,0.24,0.26,25.91
1438,143.8,47.99,2.05,0.39,0.33,0.29,0.33,0.23,0.25,25.89
1439,143.9,42.51,2.19,0.41,0.36,0.32,0.27,0.23,0.24,25.9
1440,144,38.09,2.2,0.35,0.33,0.27,0.29,0.23,0.25,25.86
1441,144.1,26.55,1.73,0.35,0.36,0.29,0.35,0.23,0.24,25.86
1442,144.2,28.78,0.32,0.45,0.29,0.3,0.29,0.22,0.21,25.87
1443,144.3,27.31,0.56,0.46,0.28,0.26,0.29,0.23,0.22,25.89
1444,144.4,25.37,0.39,0.42,0.25,0.27,0.27,0.23,0.22,25.91
1445,144.5,23.63,0.27,0.41,0.21,0.29,0.29,0.2,0.22,25.92
1446,144.6,20.47,0.52,0.38,0.28,0.29,0.29,0.19,0.21,25.94
1447,144.7,20.4,0.35,0.34,0.35,0.33,0.27,0.22,0.2,25.94
1448,144.8,17.43,0.18,0.37,0.25,0.29,0.29,0.23,0.21,25.91
1449,144.9,22.21,0.27,0.38,0.32,0.26,0.27,0.22,0.19,25.85
1450,145,14.6,0.53,0.38,0.33,0.26,0.26,0.2,0.17,25.83
1451,145.1,20.32,0.32,0.39,0.31,0.26,0.3,0.22,0.18,25.83
1452,145.2,13.05,0.35,0.37,0.31,0.26,0.31,0.21,0.18,25.83
1453,145.3,16.75,0.32,0.3,0.31,0.27,0.29,0.22,0.19,25.81
1454,145.4,17.38,0.32,0.3,0.29,0.26,0.29,0.21,0.21,25.84
1455,145.5,17.92,0.49,0.3,0.25,0.26,0.29,0.23,0.23,25.86
1456,145.6,15.62,0.48,0.31,0.27,0.26,0.26,0.22,0.23,25.86
1457,145.7,19.56,0.12,0.3,0.28,0.26,0.26,0.2,0.2,25.82
1458,145.8,14.73,-0.44,0.31,0.24,0.24,0.25,0.19,0.21,25.83
1459,145.9,16.59,-0.86,0.33,0.33,0.26,0.25,0.19,0.23,25.86
1460,146,13.17,-0.8,0.35,0.28,0.24,0.26,0.18,0.18,25.85
1461,146.1,11.52,-0.77,0.35,0.41,0.23,0.26,0.21,0.18,25.86
1462,146.2,8.42,-0.79,0.34,0.29,0.27,0.26,0.19,0.2,25.88
1463,146.3,11.22,-0.84,0.31,0.35,0.29,0.26,0.17,0.18,25.89
1464,146.4,9.98,-0.85,0.33,0.24,0.24,0.26,0.18,0.18,25.9
1465,146.5,12.82,-0.76,0.37,0.23,0.23,0.26,0.18,0.21,25.92
1466,146.6,14.44,-0.81,0.37,0.2,0.23,0.26,0.16,0.21,25.92
1467,146.7,13.63,-0.78,0.39,0.23,0.27,0.26,0.18,0.2,25.92
1468,146.8,10.12,-0.78,0.31,0.23,0.27,0.26,0.22,0.2,25.93
1469,146.9,12.08,-0.81,0.38,0.24,0.32,0.25,0.21,0.18,25.95
1470,147,8.45,-0.82,0.31,0.23,0.29,0.25,0.22,0.16,25.96
1471,147.1,7.91,-0.85,0.3,0.24,0.35,0.26,0.23,0.17,25.96
1472,147.2,10.5,-0.83,0.29,0.33,0.24,0.27,0.22,0.18,25.97
1473,147.3,8.13,-0.83,0.29,0.37,0.26,0.29,0.21,0.16,25.98
1474,147.4,10.48,-0.79,0.33,0.32,0.29,0.25,0.27,0.18,25.99
1475,147.5,12.63,-0.8,0.35,0.39,0.27,0.25,0.24,0.2,25.99
1476,147.6,10.96,-0.79,0.27,0.33,0.26,0.25,0.22,0.19,25.98
1477,147.7,7.37,-0.78,0.29,0.23,0.26,0.23,0.19,0.18,25.99
1478,147.8,8.2,-0.85,0.33,0.2,0.29,0.22,0.18,0.2,25.99
1479,147.9,7.43,-0.81,0.37,0.2,0.26,0.21,0.18,0.21,25.97
1480,148,10.93,-0.75,0.27,0.19,0.22,0.18,0.19,0.19,25.97
1481,148.1,5.21,-0.8,0.26,0.2,0.23,0.2,0.17,0.16,25.96
1482,148.2,10.02,-0.8,0.29,0.23,0.2,0.2,0.16,0.18,25.93
1483,148.3,10.09,-0.8,0.3,0.19,0.2,0.21,0.17,0.15,25.9
1484,148.4,8.01,-0.78,0.31,0.23,0.2,0.22,0.18,0.13,25.89
1485,148.5,6.61,-0.8,0.38,0.19,0.2,0.21,0.18,0.13,25.89
1486,148.6,7.48,-0.78,0.33,0.23,0.2,0.18,0.14,0.15,25.88
1487,148.7,8.47,-0.75,0.3,0.27,0.22,0.21,0.17,0.13,25.88
1488,148.8,2.68,-0.73,0.33,0.27,0.23,0.18,0.18,0.13,25.88
1489,148.9,6.21,-0.83,0.38,0.29,0.22,0.18,0.14,0.14,25.88
1490,149,9.16,-0.8,0.33,0.33,0.2,0.22,0.12,0.13,25.9
1491,149.1,6.86,-0.81,0.26,0.4,0.23,0.22,0.12,0.13,25.94
1492,149.2,11.28,-0.77,0.31,0.41,0.22,0.21,0.16,0.13,25.95
1493,149.3,10.61,-0.8,0.34,0.4,0.2,0.2,0.15,0.13,25.93
1494,149.4,9.46,-0.78,0.3,0.28,0.2,0.21,0.15,0.14,25.91
1495,149.5,7.69,-0.8,0.26,0.23,0.2,0.2,0.14,0.14,25.89
1496,149.6,7.18,-0.82,0.29,0.21,0.2,0.21,0.13,0.15,25.89
1497,149.7,2.26,-0.75,0.27,0.28,0.19,0.2,0.17,0.14,25.88
1498,149.8,4.9,-0.79,0.29,0.24,0.2,0.2,0.15,0.12,25.89
1499,149.9,7.32,-0.8,0.33,0.21,0.2,0.17,0.17,0.12,25.91
1500,150,3.55,-0.77,0.38,0.37,0.24,0.17,0.16,0.12,25.91
1501,150.1,6.58,-0.83,0.33,0.31,0.29,0.2,0.15,0.12,25.9
1502,150.2,10.8,-0.73,0.25,0.36,0.23,0.18,0.14,0.12,25.91
1503,150.3,1.94,-0.78,0.34,0.27,0.19,0.18,0.18,0.11,25.92
1504,150.4,7.47,-0.81,0.34,0.24,0.2,0.2,0.16,0.13,25.89
1505,150.5,6.13,-0.79,0.41,0.2,0.19,0.21,0.15,0.15,25.85
1506,150.6,10.35,-0.8,0.31,0.21,0.19,0.21,0.14,0.15,25.85
1507,150.7,3.69,-0.83,0.29,0.29,0.19,0.18,0.14,0.14,25.85
1508,150.8,4.18,-0.74,0.34,0.25,0.19,0.17,0.15,0.15,25.87
1509,150.9,6.92,-0.83,0.33,0.2,0.19,0.17,0.2,0.15,25.86
1510,151,4.13,-0.82,0.34,0.2,0.19,0.18,0.16,0.13,25.81
1511,151.1,5.54,-0.76,0.41,0.19,0.19,0.2,0.15,0.13,25.75
1512,151.2,5.66,-0.81,0.37,0.2,0.2,0.18,0.16,0.14,25.71
1513,151.3,6.81,-0.79,0.35,0.29,0.17,0.17,0.17,0.13,25.7
1514,151.4,2.61,-0.8,0.27,0.21,0.17,0.17,0.16,0.13,25.7
1515,151.5,4.28,-0.78,0.23,0.2,0.19,0.21,0.11,0.13,25.66
1516,151.6,6.28,-0.75,0.25,0.19,0.2,0.18,0.13,0.1,25.6
1517,151.7,3.38,-0.79,0.3,0.2,0.17,0.16,0.14,0.09,25.58
1518,151.8,3.12,-0.78,0.27,0.19,0.17,0.16,0.13,0.09,25.57
1519,151.9,7.23,-0.81,0.29,0.19,0.17,0.16,0.12,0.09,25.51
1520,152,5.26,-0.81,0.21,0.17,0.17,0.17,0.12,0.09,25.48
1521,152.1,5.65,-0.82,0.21,0.15,0.19,0.18,0.13,0.09,25.47
1522,152.2,3.71,-0.87,0.21,0.15,0.17,0.16,0.15,0.11,25.46
1523,152.3,4.1,-0.79,0.22,0.15,0.2,0.16,0.11,0.1,25.42
1524,152.4,6.06,-0.83,0.23,0.16,0.22,0.16,0.1,0.1,25.39
1525,152.5,7.77,-0.79,0.23,0.16,0.24,0.16,0.11,0.11,25.36
1526,152.6,1.97,-0.78,0.23,0.14,0.22,0.18,0.13,0.11,25.35
1527,152.7,4.03,-0.78,0.27,0.21,0.2,0.18,0.14,0.1,25.37
1528,152.8,4.82,-0.78,0.29,0.25,0.22,0.18,0.14,0.12,25.4
1529,152.9,6.06,-0.78,0.27,0.21,0.24,0.2,0.15,0.12,25.43
1530,153,3.44,-0.78,0.27,0.2,0.2,0.17,0.15,0.11,25.45
1531,153.1,2.36,-0.81,0.25,0.21,0.17,0.17,0.13,0.11,25.43
1532,153.2,3.33,-0.78,0.25,0.17,0.17,0.17,0.13,0.1,25.41
1533,153.3,5.32,-0.74,0.3,0.17,0.19,0.18,0.14,0.11,25.38
1534,153.4,7,-0.76,0.3,0.16,0.19,0.18,0.14,0.12,25.37
1535,153.5,3.38,-0.78,0.23,0.2,0.17,0.18,0.12,0.11,25.36
1536,153.6,7,-0.74,0.26,0.24,0.2,0.17,0.12,0.09,25.35
1537,153.7,7.71,-0.8,0.27,0.2,0.23,0.2,0.15,0.08,25.34
1538,153.8,3.33,-0.83,0.3,0.17,0.24,0.21,0.13,0.1,25.33
1539,153.9,5.43,-0.75,0.27,0.21,0.22,0.18,0.11,0.13,25.32
1540,154,4.83,-0.79,0.3,0.2,0.17,0.17,0.12,0.15,25.33
1541,154.1,4.36,-0.79,0.37,0.2,0.17,0.17,0.11,0.13,25.33
1542,154.2,1.77,-0.83,0.27,0.27,0.17,0.16,0.12,0.1,25.34
1543,154.3,1.96,-0.83,0.18,0.27,0.19,0.21,0.11,0.1,25.33
1544,154.4,5.77,-0.77,0.18,0.23,0.26,0.26,0.1,0.1,25.34
1545,154.5,2.01,-0.77,0.22,0.24,0.22,0.21,0.11,0.09,25.38
1546,154.6,0.45,-0.79,0.23,0.19,0.24,0.18,0.16,0.09,25.41
1547,154.7,3.85,-0.77,0.19,0.17,0.26,0.2,0.17,0.15,25.42
1548,154.8,2.62,-0.8,0.18,0.24,0.22,0.18,0.18,0.13,25.41
1549,154.9,1.17,-0.82,0.18,0.24,0.19,0.2,0.22,0.11,25.41
1550,155,-0.06,-0.77,0.18,0.29,0.22,0.2,0.18,0.08,25.41
1551,155.1,6.16,-0.83,0.18,0.19,0.24,0.14,0.11,0.1,25.42
1552,155.2,3.02,-0.82,0.21,0.19,0.19,0.16,0.12,0.12,25.41
1553,155.3,3.12,-0.8,0.26,0.15,0.16,0.17,0.14,0.09,25.41
1554,155.4,3.47,-0.81,0.27,0.15,0.22,0.18,0.15,0.08,25.41
1555,155.5,6.31,-0.82,0.31,0.19,0.2,0.21,0.15,0.13,25.43
1556,155.6,1.87,-0.82,0.26,0.28,0.17,0.18,0.19,0.1,25.43
1557,155.7,7.86,-0.79,0.21,0.27,0.17,0.17,0.13,0.08,25.44
1558,155.8,5.1,-0.76,0.19,0.33,0.17,0.17,0.1,0.09,25.45
1559,155.9,1.72,-0.82,0.19,0.37,0.22,0.17,0.1,0.11,25.45
1560,156,6.39,-0.84,0.19,0.35,0.22,0.18,0.14,0.13,25.45
1561,156.1,7.54,-0.82,0.22,0.35,0.2,0.25,0.15,0.11,25.45
1562,156.2,-1.67,-0.85,0.27,0.23,0.2,0.21,0.17,0.12,25.46
1563,156.3,1.39,-0.78,0.22,0.19,0.23,0.18,0.12,0.1,25.5
1564,156.4,0.23,-0.8,0.19,0.16,0.24,0.2,0.14,0.09,25.49
1565,156.5,-0.14,-0.82,0.21,0.14,0.22,0.18,0.13,0.11,25.49
1566,156.6,1.22,-0.81,0.23,0.14,0.16,0.18,0.15,0.11,25.53
1567,156.7,6.7,-0.84,0.29,0.15,0.2,0.17,0.16,0.05,25.52
1568,156.8,1.7,-0.77,0.3,0.2,0.26,0.14,0.12,0.06,25.5
1569,156.9,2.87,-0.91,0.27,0.19,0.27,0.16,0.16,0.06,25.5
1570,157,1.72,-0.75,0.19,0.16,0.29,0.17,0.17,0.06,25.51
1571,157.1,1.05,-0.82,0.17,0.21,0.22,0.18,0.15,0.11,25.51
1572,157.2,5.67,-0.82,0.17,0.29,0.17,0.2,0.18,0.12,25.5
1573,157.3,-0.8,-0.79,0.15,0.27,0.19,0.2,0.17,0.12,25.52
1574,157.4,4.3,-0.79,0.17,0.2,0.2,0.2,0.18,0.11,25.5
1575,157.5,2.59,-0.81,0.18,0.16,0.17,0.18,0.18,0.1,25.52
1576,157.6,1.89,-0.75,0.18,0.16,0.16,0.2,0.12,0.1,25.51
1577,157.7,3.22,-0.81,0.22,0.14,0.17,0.2,0.16,0.1,25.52
1578,157.8,4.08,-0.86,0.23,0.14,0.17,0.18,0.14,0.1,25.52
1579,157.9,0.62,-0.78,0.25,0.14,0.19,0.17,0.12,0.11,25.52
1580,158,3.74,-0.83,0.26,0.15,0.23,0.16,0.11,0.11,25.54
1581,158.1,-0.53,-0.76,0.3,0.15,0.22,0.16,0.14,0.08,25.56
1582,158.2,0.03,-0.82,0.26,0.16,0.19,0.17,0.16,0.08,25.48
1583,158.3,2.56,-0.79,0.26,0.17,0.17,0.16,0.16,0.08,25.44
1584,158.4,4.01,-0.77,0.23,0.14,0.17,0.18,0.17,0.09,25.46
1585,158.5,4.42,-0.82,0.25,0.14,0.19,0.17,0.15,0.08,25.45
1586,158.6,2.84,-0.78,0.27,0.14,0.2,0.17,0.13,0.07,25.42
1587,158.7,5.49,-0.77,0.23,0.15,0.2,0.2,0.11,0.08,25.39
1588,158.8,6.31,-0.8,0.25,0.16,0.17,0.18,0.11,0.1,25.37
1589,158.9,2.31,-0.79,0.31,0.14,0.16,0.18,0.12,0.11,25.33
1590,159,2.68,-0.8,0.3,0.17,0.16,0.17,0.12,0.1,25.3
1591,159.1,-0.19,-0.79,0.26,0.17,0.16,0.16,0.13,0.09,25.3
1592,159.2,4.23,-0.81,0.27,0.14,0.14,0.17,0.12,0.11,25.34
1593,159.3,2.66,-0.78,0.21,0.15,0.14,0.18,0.08,0.1,25.35
1594,159.4,3.83,-0.82,0.22,0.19,0.13,0.17,0.08,0.06,25.33
1595,159.5,5.28,-0.81,0.25,0.15,0.14,0.17,0.08,0.07,25.31
1596,159.6,4.47,-0.75,0.27,0.15,0.17,0.16,0.08,0.09,25.28
1597,159.7,1.34,-0.83,0.35,0.15,0.22,0.16,0.08,0.1,25.25
1598,159.8,4.48,-0.83,0.29,0.15,0.19,0.16,0.08,0.11,25.22
1599,159.9,3.28,-0.77,0.23,0.2,0.14,0.2,0.09,0.07,25.2
1600,160,3.86,-0.78,0.21,0.19,0.14,0.18,0.09,0.07,25.21
,
